,event_date,year,time_precision,event_type,inter1,interaction,latitude,longitude,geo_precision,fatalities,timestamp,timestampcon,newtimestamp
1616,03 April 2016,2016,1,Battle-Government regains territory,1,12,11.5221,13.6856,2,3,1524053906,2016-04-03,1459641600.0
1618,02 April 2016,2016,2,Violence against civilians,4,47,7.1993,5.2738,1,1,1524053906,2016-04-02,1459555200.0
1620,02 April 2016,2016,1,Violence against civilians,4,47,7.3179,8.9951,1,2,1524053906,2016-04-02,1459555200.0
1622,02 April 2016,2016,1,Riots/Protests,5,50,10.2691,7.1085,2,0,1524053906,2016-04-02,1459555200.0
1623,02 April 2016,2016,1,Riots/Protests,5,15,9.0833,7.5333,1,0,1524053906,2016-04-02,1459555200.0
1625,02 April 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053906,2016-04-02,1459555200.0
1626,01 April 2016,2016,1,Riots/Protests,6,60,10.4843,7.4614,1,0,1524053906,2016-04-01,1459468800.0
1627,01 April 2016,2016,3,Violence against civilians,2,27,5.7316,7.5016,2,5,1524053906,2016-04-01,1459468800.0
1629,01 April 2016,2016,1,Riots/Protests,6,60,6.4531,3.3958,1,0,1524053906,2016-04-01,1459468800.0
1630,01 April 2016,2016,1,Strategic development,1,13,7.8024,6.742999999999999,1,0,1524053906,2016-04-01,1459468800.0
1632,01 April 2016,2016,1,Riots/Protests,6,60,5.5546,5.7862,1,0,1524053906,2016-04-01,1459468800.0
1633,31 March 2016,2016,1,Riots/Protests,5,50,7.7411,8.5121,1,0,1524053906,2016-03-31,1459382400.0
1634,31 March 2016,2016,1,Battle-Government regains territory,1,12,11.4266,13.9867,1,9,1524053906,2016-03-31,1459382400.0
1636,31 March 2016,2016,1,Riots/Protests,6,60,10.5222,7.4383,1,0,1524053906,2016-03-31,1459382400.0
1637,31 March 2016,2016,1,Riots/Protests,6,60,11.1132,7.7252,1,0,1524053906,2016-03-31,1459382400.0
1638,30 March 2016,2016,1,Riots/Protests,6,60,6.6975,3.4157,1,0,1524053906,2016-03-30,1459296000.0
1639,30 March 2016,2016,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053906,2016-03-30,1459296000.0
1640,30 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053906,2016-03-30,1459296000.0
1641,30 March 2016,2016,1,Violence against civilians,3,37,5.3435,6.6532,2,6,1524053906,2016-03-30,1459296000.0
1643,30 March 2016,2016,1,Violence against civilians,4,47,7.2827,6.0878,2,1,1524053906,2016-03-30,1459296000.0
1645,30 March 2016,2016,1,Violence against civilians,4,47,7.2827,6.0878,2,1,1524053906,2016-03-30,1459296000.0
1647,29 March 2016,2016,1,Riots/Protests,5,15,7.5333,3.4167,1,0,1524053906,2016-03-29,1459209600.0
1649,29 March 2016,2016,1,Battle-Government regains territory,1,12,11.25,13.4167,2,1,1524053906,2016-03-29,1459209600.0
1651,28 March 2016,2016,1,Battle-Government regains territory,1,12,11.3838,12.7236,1,10,1524053907,2016-03-28,1459123200.0
1653,28 March 2016,2016,1,Battle-Government regains territory,1,12,10.7357,13.1307,1,10,1524053907,2016-03-28,1459123200.0
1655,28 March 2016,2016,1,Battle-Government regains territory,1,12,11.3939,12.7448,1,10,1524053907,2016-03-28,1459123200.0
1657,28 March 2016,2016,1,Battle-Government regains territory,1,12,10.8583,12.2005,1,10,1524053907,2016-03-28,1459123200.0
1659,28 March 2016,2016,1,Battle-Government regains territory,1,12,11.7168,14.0537,1,9,1524053907,2016-03-28,1459123200.0
1661,28 March 2016,2016,1,Battle-Government regains territory,1,12,11.3351,14.172,1,10,1524053907,2016-03-28,1459123200.0
1663,28 March 2016,2016,1,Battle-No change of territory,1,12,11.3921,13.694,1,10,1524053907,2016-03-28,1459123200.0
1665,28 March 2016,2016,1,Battle-Government regains territory,1,12,13.5124,13.0916,1,5,1524053907,2016-03-28,1459123200.0
1667,27 March 2016,2016,1,Violence against civilians,4,47,7.2667,9.9833,1,20,1524053907,2016-03-27,1459036800.0
1669,27 March 2016,2016,1,Violence against civilians,4,47,8.1833,9.75,2,30,1524053907,2016-03-27,1459036800.0
1671,27 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-27,1459036800.0
1672,27 March 2016,2016,1,Violence against civilians,4,47,7.5333,10.4167,1,0,1524053907,2016-03-27,1459036800.0
1674,26 March 2016,2016,1,Riots/Protests,5,55,9.05,6.9833,1,1,1524053907,2016-03-26,1458950400.0
1676,26 March 2016,2016,1,Violence against civilians,3,37,10.4843,7.4614,1,1,1524053907,2016-03-26,1458950400.0
1678,26 March 2016,2016,2,Battle-Government regains territory,1,12,11.8464,13.1603,3,4,1524053907,2016-03-26,1458950400.0
1680,25 March 2016,2016,1,Violence against civilians,3,36,6.6596,3.6187,1,1,1524053907,2016-03-25,1458864000.0
1682,25 March 2016,2016,1,Battle-No change of territory,3,23,11.8464,13.1603,2,2,1524053907,2016-03-25,1458864000.0
1684,25 March 2016,2016,1,Battle-No change of territory,1,13,6.4437,3.2522,1,1,1524053907,2016-03-25,1458864000.0
1686,24 March 2016,2016,1,Riots/Protests,5,50,4.6412,7.9209,1,0,1524053907,2016-03-24,1458777600.0
1687,24 March 2016,2016,1,Battle-No change of territory,4,44,5.4527,5.8696,2,0,1524053907,2016-03-24,1458777600.0
1689,23 March 2016,2016,1,Violence against civilians,2,27,10.8635,13.5189,1,0,1524053907,2016-03-23,1458691200.0
1691,23 March 2016,2016,2,Violence against civilians,4,47,6.4531,3.3958,1,0,1524053907,2016-03-23,1458691200.0
1693,23 March 2016,2016,1,Violence against civilians,4,47,8.1833,9.75,2,2,1524053907,2016-03-23,1458691200.0
1695,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.2829,14.4724,2,10,1524053907,2016-03-23,1458691200.0
1697,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.0433,13.6471,1,1,1524053907,2016-03-23,1458691200.0
1699,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.3667,14.35,1,10,1524053907,2016-03-23,1458691200.0
1701,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.3,14.4167,1,10,1524053907,2016-03-23,1458691200.0
1703,23 March 2016,2016,1,Violence against civilians,4,47,5.4832,5.7346,1,0,1524053907,2016-03-23,1458691200.0
1705,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.1,13.7833,1,1,1524053907,2016-03-23,1458691200.0
1707,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.1,13.7,2,2,1524053907,2016-03-23,1458691200.0
1709,23 March 2016,2016,1,Battle-Government regains territory,1,12,12.1,13.7,1,1,1524053907,2016-03-23,1458691200.0
1711,21 March 2016,2016,1,Battle-Government regains territory,1,12,11.1667,13.4167,1,59,1524053907,2016-03-21,1458518400.0
1713,21 March 2016,2016,1,Riots/Protests,6,60,7.5167,5.75,1,0,1524053907,2016-03-21,1458518400.0
1714,20 March 2016,2016,1,Battle-Government regains territory,1,12,11.7921,13.1272,1,18,1524053907,2016-03-20,1458432000.0
1716,20 March 2016,2016,1,Battle-No change of territory,1,12,11.8464,13.1603,3,7,1524053907,2016-03-20,1458432000.0
1718,20 March 2016,2016,1,Remote violence,1,12,11.6138,11.0481,1,0,1524053907,2016-03-20,1458432000.0
1720,19 March 2016,2016,1,Violence against civilians,3,37,4.7661,7.28,2,1,1524053907,2016-03-19,1458345600.0
1722,19 March 2016,2016,1,Violence against civilians,3,37,4.7860000000000005,7.1269,2,4,1524053907,2016-03-19,1458345600.0
1724,19 March 2016,2016,1,Violence against civilians,3,37,11.5841,5.9771,1,3,1524053907,2016-03-19,1458345600.0
1726,19 March 2016,2016,1,Violence against civilians,3,37,4.8568,6.6442,2,1,1524053907,2016-03-19,1458345600.0
1728,19 March 2016,2016,1,Battle-No change of territory,4,34,11.5841,5.9771,1,3,1524053907,2016-03-19,1458345600.0
1730,19 March 2016,2016,1,Violence against civilians,3,37,4.7649,6.8414,1,1,1524053907,2016-03-19,1458345600.0
1732,19 March 2016,2016,1,Strategic development,3,37,4.7774,7.0134,1,0,1524053907,2016-03-19,1458345600.0
1734,19 March 2016,2016,1,Battle-No change of territory,1,13,4.7774,7.0134,1,0,1524053907,2016-03-19,1458345600.0
1736,18 March 2016,2016,1,Violence against civilians,4,47,7.4799,9.2067,1,15,1524053907,2016-03-18,1458259200.0
1738,17 March 2016,2016,1,Violence against civilians,4,47,6.0035,8.0855,1,2,1524053907,2016-03-17,1458172800.0
1740,17 March 2016,2016,1,Riots/Protests,6,60,10.5222,7.4383,1,0,1524053907,2016-03-17,1458172800.0
1741,17 March 2016,2016,1,Riots/Protests,6,60,4.6412,7.9209,1,0,1524053907,2016-03-17,1458172800.0
1742,17 March 2016,2016,1,Violence against civilians,3,37,4.8816,6.8625,2,1,1524053907,2016-03-17,1458172800.0
1744,16 March 2016,2016,2,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-16,1458086400.0
1745,16 March 2016,2016,1,Riots/Protests,6,60,9.9285,8.8921,1,0,1524053907,2016-03-16,1458086400.0
1746,16 March 2016,2016,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053907,2016-03-16,1458086400.0
1747,16 March 2016,2016,1,Riots/Protests,6,60,6.4979,3.3829,1,0,1524053907,2016-03-16,1458086400.0
1748,16 March 2016,2016,1,Violence against civilians,2,27,11.7921,13.1272,1,27,1524053907,2016-03-16,1458086400.0
1750,16 March 2016,2016,1,Battle-Government regains territory,1,12,11.747,11.9608,2,10,1524053907,2016-03-16,1458086400.0
1752,16 March 2016,2016,1,Riots/Protests,6,60,7.621,5.2215,1,0,1524053907,2016-03-16,1458086400.0
1753,15 March 2016,2016,2,Riots/Protests,5,50,5.7235,6.6021,1,0,1524053907,2016-03-15,1458000000.0
1754,15 March 2016,2016,1,Riots/Protests,6,60,4.9667,8.3333,1,0,1524053907,2016-03-15,1458000000.0
1755,15 March 2016,2016,1,Riots/Protests,6,60,10.3134,9.8433,1,0,1524053907,2016-03-15,1458000000.0
1756,15 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-15,1458000000.0
1757,15 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-15,1458000000.0
1758,15 March 2016,2016,1,Battle-No change of territory,2,24,10.7682,13.1429,1,5,1524053907,2016-03-15,1458000000.0
1760,15 March 2016,2016,1,Battle-Government regains territory,1,12,11.747,11.9608,2,10,1524053907,2016-03-15,1458000000.0
1762,14 March 2016,2016,1,Riots/Protests,5,15,9.9285,8.8921,1,0,1524053907,2016-03-14,1457913600.0
1764,14 March 2016,2016,1,Riots/Protests,5,15,7.15,3.35,1,0,1524053907,2016-03-14,1457913600.0
1766,14 March 2016,2016,1,Riots/Protests,6,60,7.4667,4.5667,1,0,1524053907,2016-03-14,1457913600.0
1767,14 March 2016,2016,1,Battle-Government regains territory,1,12,11.2,13.0833,2,1,1524053907,2016-03-14,1457913600.0
1769,14 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-14,1457913600.0
1770,13 March 2016,2016,1,Violence against civilians,4,47,7.5,9.3333,2,2,1524053907,2016-03-13,1457827200.0
1772,13 March 2016,2016,1,Battle-No change of territory,4,44,10.1614,12.7399,1,7,1524053907,2016-03-13,1457827200.0
1774,13 March 2016,2016,1,Riots/Protests,6,60,7.4667,4.5667,1,0,1524053907,2016-03-13,1457827200.0
1775,12 March 2016,2016,2,Riots/Protests,6,60,4.6737,7.362,1,0,1524053907,2016-03-12,1457740800.0
1776,12 March 2016,2016,2,Battle-No change of territory,1,12,11.25,13.4167,1,0,1524053907,2016-03-12,1457740800.0
1778,12 March 2016,2016,2,Battle-No change of territory,1,12,11.1767,13.8256,1,17,1524053907,2016-03-12,1457740800.0
1780,12 March 2016,2016,2,Battle-No change of territory,1,12,11.6621,14.0201,1,4,1524053907,2016-03-12,1457740800.0
1782,11 March 2016,2016,1,Violence against civilians,3,37,8.4667,6.95,1,0,1524053907,2016-03-11,1457654400.0
1784,11 March 2016,2016,1,Riots/Protests,6,60,5.7235,6.6021,1,0,1524053907,2016-03-11,1457654400.0
1785,11 March 2016,2016,1,Riots/Protests,6,60,8.5,4.55,1,0,1524053907,2016-03-11,1457654400.0
1786,11 March 2016,2016,1,Remote violence,3,37,9.0833,7.5333,1,18,1524053907,2016-03-11,1457654400.0
1788,11 March 2016,2016,1,Battle-No change of territory,3,33,8.4667,6.95,1,0,1524053907,2016-03-11,1457654400.0
1790,10 March 2016,2016,1,Violence against civilians,4,47,7.5,9.3333,2,2,1524053907,2016-03-10,1457568000.0
1792,10 March 2016,2016,1,Violence against civilians,4,47,7.827999999999999,7.8141,1,1,1524053907,2016-03-10,1457568000.0
1794,10 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053907,2016-03-10,1457568000.0
1795,10 March 2016,2016,1,Violence against civilians,3,37,6.4757,5.9048,1,0,1524053907,2016-03-10,1457568000.0
1797,10 March 2016,2016,1,Riots/Protests,5,55,7.4667,4.5667,1,0,1524053907,2016-03-10,1457568000.0
1799,10 March 2016,2016,1,Battle-Government regains territory,1,12,12.944,13.184000000000001,2,40,1524053907,2016-03-10,1457568000.0
1801,10 March 2016,2016,1,Battle-No change of territory,1,12,13.0562,13.762,1,0,1524053907,2016-03-10,1457568000.0
1803,09 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-03-09,1457481600.0
1804,09 March 2016,2016,1,Riots/Protests,6,60,6.6096,3.3566,1,0,1524053908,2016-03-09,1457481600.0
1805,09 March 2016,2016,1,Riots/Protests,6,60,7.3878,3.8964,1,0,1524053908,2016-03-09,1457481600.0
1806,08 March 2016,2016,1,Violence against civilians,4,47,7.5,9.3333,2,8,1524053908,2016-03-08,1457395200.0
1808,08 March 2016,2016,1,Riots/Protests,5,55,6.5053,3.1031,1,0,1524053908,2016-03-08,1457395200.0
1810,08 March 2016,2016,1,Battle-No change of territory,1,12,11.1767,13.8256,1,3,1524053908,2016-03-08,1457395200.0
1812,08 March 2016,2016,1,Battle-No change of territory,1,12,11.1036,13.713,2,3,1524053908,2016-03-08,1457395200.0
1814,08 March 2016,2016,1,Battle-No change of territory,1,12,11.1587,13.4162,1,3,1524053908,2016-03-08,1457395200.0
1816,07 March 2016,2016,1,Violence against civilians,3,37,4.5114,7.5401,1,1,1524053908,2016-03-07,1457308800.0
1818,07 March 2016,2016,1,Riots/Protests,5,55,12.0218,8.5224,1,0,1524053908,2016-03-07,1457308800.0
1820,07 March 2016,2016,1,Violence against civilians,3,37,4.7341,6.8635,1,1,1524053908,2016-03-07,1457308800.0
1822,07 March 2016,2016,1,Battle-No change of territory,3,33,4.7341,6.8635,1,0,1524053908,2016-03-07,1457308800.0
1824,07 March 2016,2016,1,Battle-No change of territory,1,12,11.1767,13.8256,1,3,1524053908,2016-03-07,1457308800.0
1826,07 March 2016,2016,1,Riots/Protests,6,60,6.5942,3.3375,1,0,1524053908,2016-03-07,1457308800.0
1827,07 March 2016,2016,1,Riots/Protests,6,60,6.7424,3.4219,1,0,1524053908,2016-03-07,1457308800.0
1828,07 March 2016,2016,1,Battle-No change of territory,1,12,11.1036,13.713,2,3,1524053908,2016-03-07,1457308800.0
1830,07 March 2016,2016,1,Battle-No change of territory,1,12,11.1587,13.4162,1,3,1524053908,2016-03-07,1457308800.0
1832,06 March 2016,2016,2,Riots/Protests,6,60,12.0001,8.5167,1,0,1524053908,2016-03-06,1457222400.0
1833,06 March 2016,2016,2,Riots/Protests,6,60,10.5222,7.4383,1,0,1524053908,2016-03-06,1457222400.0
1834,05 March 2016,2016,2,Riots/Protests,6,60,4.6737,7.362,1,0,1524053908,2016-03-05,1457136000.0
1835,05 March 2016,2016,1,Battle-Government regains territory,1,12,11.3076,13.5947,1,10,1524053908,2016-03-05,1457136000.0
1837,05 March 2016,2016,1,Battle-Government regains territory,1,12,11.1036,13.713,2,2,1524053908,2016-03-05,1457136000.0
1839,05 March 2016,2016,1,Battle-Government regains territory,1,12,10.883,11.767000000000001,1,2,1524053908,2016-03-05,1457136000.0
1841,04 March 2016,2016,1,Violence against civilians,3,37,5.3435,6.6532,1,3,1524053908,2016-03-04,1457049600.0
1843,04 March 2016,2016,1,Violence against civilians,3,37,5.1,7.2,1,1,1524053908,2016-03-04,1457049600.0
1845,04 March 2016,2016,1,Violence against civilians,4,47,7.827999999999999,7.8141,2,9,1524053908,2016-03-04,1457049600.0
1847,04 March 2016,2016,1,Violence against civilians,4,47,6.601,3.409,1,6,1524053908,2016-03-04,1457049600.0
1849,04 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-03-04,1457049600.0
1850,04 March 2016,2016,1,Riots/Protests,5,15,6.601,3.409,1,0,1524053908,2016-03-04,1457049600.0
1852,04 March 2016,2016,1,Battle-No change of territory,1,12,11.25,13.4167,1,0,1524053908,2016-03-04,1457049600.0
1854,04 March 2016,2016,1,Riots/Protests,6,60,6.4431,3.3075,1,0,1524053908,2016-03-04,1457049600.0
1855,04 March 2016,2016,1,Battle-Government regains territory,1,12,10.6129,12.1946,2,5,1524053908,2016-03-04,1457049600.0
1857,04 March 2016,2016,1,Violence against civilians,1,17,7.621,5.2215,1,0,1524053908,2016-03-04,1457049600.0
1859,03 March 2016,2016,1,Violence against civilians,4,47,10.7991,8.1538,2,1,1524053908,2016-03-03,1456963200.0
1861,03 March 2016,2016,1,Riots/Protests,6,60,6.2101,7.0741,1,0,1524053908,2016-03-03,1456963200.0
1862,02 March 2016,2016,1,Riots/Protests,6,60,4.6737,7.362,1,0,1524053908,2016-03-02,1456876800.0
1863,02 March 2016,2016,1,Violence against civilians,1,16,5.6609,5.9195,1,0,1524053908,2016-03-02,1456876800.0
1865,02 March 2016,2016,1,Battle-No change of territory,4,44,6.601,3.409,1,4,1524053908,2016-03-02,1456876800.0
1867,02 March 2016,2016,1,Riots/Protests,5,55,6.5582,3.3466,1,1,1524053908,2016-03-02,1456876800.0
1869,02 March 2016,2016,1,Riots/Protests,6,60,6.4613,3.3696,1,0,1524053908,2016-03-02,1456876800.0
1870,02 March 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-03-02,1456876800.0
1871,02 March 2016,2016,1,Riots/Protests,6,60,6.335,5.6275,1,0,1524053908,2016-03-02,1456876800.0
1872,01 March 2016,2016,1,Riots/Protests,6,60,6.4426,7.5022,1,0,1524053908,2016-03-01,1456790400.0
1873,01 March 2016,2016,1,Riots/Protests,6,60,5.3128,8.3554,1,0,1524053908,2016-03-01,1456790400.0
1874,29 February 2016,2016,1,Violence against civilians,3,36,4.9247,6.2642,1,0,1524053908,2016-02-29,1456704000.0
1876,29 February 2016,2016,1,Riots/Protests,6,60,12.9894,7.6006,1,0,1524053908,2016-02-29,1456704000.0
1877,29 February 2016,2016,1,Violence against civilians,3,37,6.6155,3.5087,1,0,1524053908,2016-02-29,1456704000.0
1879,29 February 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-02-29,1456704000.0
1880,29 February 2016,2016,1,Violence against civilians,4,47,9.0833,7.5333,1,1,1524053908,2016-02-29,1456704000.0
1882,29 February 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-02-29,1456704000.0
1883,27 February 2016,2016,1,Violence against civilians,3,37,4.9198,6.6751,1,5,1524053908,2016-02-27,1456531200.0
1885,27 February 2016,2016,1,Battle-Government regains territory,1,12,10.727,12.7784,1,39,1524053908,2016-02-27,1456531200.0
1887,25 February 2016,2016,1,Riots/Protests,6,60,4.9247,6.2642,1,0,1524053908,2016-02-25,1456358400.0
1888,25 February 2016,2016,1,Violence against civilians,4,47,7.85,9.7833,2,4,1524053908,2016-02-25,1456358400.0
1890,25 February 2016,2016,1,Riots/Protests,6,60,6.5263,3.3571,1,0,1524053908,2016-02-25,1456358400.0
1891,25 February 2016,2016,1,Riots/Protests,6,60,9.1413,7.3526,1,0,1524053908,2016-02-25,1456358400.0
1892,25 February 2016,2016,1,Violence against civilians,4,47,8.1833,9.75,2,5,1524053908,2016-02-25,1456358400.0
1894,25 February 2016,2016,1,Remote violence,1,12,9.2833,12.4667,1,20,1524053908,2016-02-25,1456358400.0
1896,24 February 2016,2016,1,Violence against civilians,4,47,7.8677,8.0949,1,60,1524053908,2016-02-24,1456272000.0
1898,24 February 2016,2016,1,Violence against civilians,6,16,10.2897,11.1673,1,1,1524053908,2016-02-24,1456272000.0
1900,24 February 2016,2016,1,Riots/Protests,6,60,6.2006,6.7339,1,0,1524053908,2016-02-24,1456272000.0
1901,24 February 2016,2016,1,Violence against civilians,4,47,7.8731,8.046,1,60,1524053908,2016-02-24,1456272000.0
1903,24 February 2016,2016,1,Riots/Protests,5,50,9.0833,7.5333,1,0,1524053908,2016-02-24,1456272000.0
1904,24 February 2016,2016,1,Violence against civilians,4,47,7.827999999999999,7.8141,2,60,1524053908,2016-02-24,1456272000.0
1906,24 February 2016,2016,1,Battle-No change of territory,1,12,12.024000000000001,13.9165,2,26,1524053908,2016-02-24,1456272000.0
1908,24 February 2016,2016,1,Violence against civilians,4,47,7.8669,8.0611,1,60,1524053908,2016-02-24,1456272000.0
1910,24 February 2016,2016,1,Violence against civilians,4,47,7.0613,9.0282,1,60,1524053908,2016-02-24,1456272000.0
1912,23 February 2016,2016,1,Riots/Protests,6,60,8.25,5.55,1,0,1524053908,2016-02-23,1456185600.0
1913,23 February 2016,2016,1,Battle-No change of territory,4,44,7.106,6.6966,2,1,1524053908,2016-02-23,1456185600.0
1915,23 February 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-02-23,1456185600.0
1916,23 February 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-02-23,1456185600.0
1917,23 February 2016,2016,1,Battle-Government regains territory,1,12,11.3548,14.213,1,23,1524053908,2016-02-23,1456185600.0
1919,23 February 2016,2016,1,Battle-No change of territory,1,12,11.5221,13.6856,2,3,1524053908,2016-02-23,1456185600.0
1921,22 February 2016,2016,1,Riots/Protests,6,60,9.0833,7.5333,1,0,1524053908,2016-02-22,1456099200.0
1922,22 February 2016,2016,1,Battle-No change of territory,1,13,4.6538,7.284,2,18,1524053908,2016-02-22,1456099200.0
1924,22 February 2016,2016,1,Remote violence,3,30,4.6737,7.362,1,0,1524053908,2016-02-22,1456099200.0
1925,21 February 2016,2016,1,Riots/Protests,6,60,5.0333,7.9266,1,0,1524053908,2016-02-21,1456012800.0
